File Number,Rarity Score,Position
4944,771.77,2804
1734,771.66,2805
6242,771.66,2806
3661,771.65,2807
763,771.32,2808
1962,771.28,2809
1972,771.2,2810
4798,770.92,2811
546,770.88,2812
1653,770.85,2813
1682,770.85,2814
6082,770.78,2815
1467,770.74,2816
6382,770.58,2817
1041,770.58,2818
5904,770.53,2819
2828,770.45,2820
5768,770.37,2821
3869,770.19,2822
2527,770.16,2823
2199,770.14,2824
4425,770.14,2825
2704,770.09,2826
4874,770.07,2827
2870,770.06,2828
163,769.66,2829
3979,769.63,2830
720,769.45,2831
5361,769.34,2832
3150,769.07,2833
3829,769.01,2834
4625,768.93,2835
5179,768.87,2836
5455,768.81,2837
4568,768.79,2838
4133,768.5,2839
3438,768.48,2840
1222,768.48,2841
5713,768.29,2842
4378,768.21,2843
2416,768.11,2844
5582,768.08,2845
449,768.04,2846
2143,767.87,2847
3527,767.8,2848
3853,767.74,2849
2919,767.66,2850
1074,767.55,2851
3544,767.54,2852
4392,767.39,2853
2776,767.27,2854
1247,767.13,2855
263,767.09,2856
6031,767.05,2857
4253,766.83,2858
48,766.74,2859
806,766.68,2860
5258,766.67,2861
476,766.51,2862
1403,766.33,2863
3901,766.26,2864
605,765.97,2865
5815,765.84,2866
2506,765.8,2867
3637,765.77,2868
5912,765.64,2869
4959,765.55,2870
6566,765.51,2871
4652,765.28,2872
1776,765.19,2873
6489,765.12,2874
626,764.94,2875
3838,764.82,2876
1771,764.81,2877
4198,764.47,2878
3836,764.46,2879
2237,764.29,2880
3625,764.18,2881
2152,764.15,2882
5349,764.14,2883
791,764.06,2884
2010,763.78,2885
3902,763.77,2886
4234,763.72,2887
674,763.71,2888
3499,763.65,2889
6617,763.47,2890
2926,763.22,2891
1788,762.93,2892
3786,762.93,2893
6597,762.44,2894
4111,762.43,2895
1743,762.38,2896
842,762.34,2897
2671,762.04,2898
1435,762.03,2899
3251,762.03,2900
1820,761.83,2901
1245,761.8,2902
3648,761.71,2903
5938,761.7,2904
621,761.53,2905
1666,761.17,2906
5007,760.98,2907
1279,760.92,2908
375,760.47,2909
4815,760.45,2910
4431,760.44,2911
4451,760.36,2912
2927,760.25,2913
3886,760.24,2914
201,760.2,2915
598,759.92,2916
1651,759.87,2917
1137,759.84,2918
5940,759.78,2919
223,759.77,2920
2499,759.77,2921
5521,759.65,2922
3825,759.39,2923
2758,759.24,2924
2920,759.23,2925
5392,759.12,2926
974,758.92,2927
3191,758.91,2928
3819,758.77,2929
5111,758.68,2930
5732,758.4,2931
6387,758.16,2932
1384,758.09,2933
2674,758.08,2934
4034,758.03,2935
6300,757.75,2936
146,757.66,2937
5048,757.48,2938
5489,757.4,2939
4724,757.34,2940
4519,757.24,2941
1234,757.15,2942
2232,756.79,2943
1025,756.71,2944
5084,756.7,2945
3387,756.46,2946
5608,756.41,2947
5909,756.4,2948
4934,756.3,2949
4164,756.24,2950
4132,756.24,2951
5298,756.12,2952
270,756,2953
4166,755.97,2954
6042,755.89,2955
1115,755.86,2956
6455,755.8,2957
5818,755.51,2958
3884,755.46,2959
3699,755.43,2960
5422,755.35,2961
540,755.33,2962
5707,755.29,2963
1703,755.18,2964
2293,755.17,2965
6007,755.09,2966
642,755.03,2967
4806,754.98,2968
4205,754.94,2969
6447,754.77,2970
1147,754.73,2971
3613,754.66,2972
2654,754.65,2973
669,754.46,2974
1022,754.11,2975
1510,754.02,2976
4574,753.97,2977
195,753.81,2978
2257,753.61,2979
1030,753.5,2980
1954,753.3,2981
594,753.26,2982
1390,753.16,2983
3793,753.15,2984
4736,753.05,2985
6344,753.01,2986
953,752.97,2987
4791,752.94,2988
2854,752.92,2989
2007,752.88,2990
4484,752.73,2991
5960,752.68,2992
238,752.59,2993
3121,752.58,2994
5824,752.43,2995
5459,752.34,2996
4295,752.18,2997
4248,752.12,2998
3978,752.05,2999
1229,752.03,3000
5542,751.97,3001
5322,751.79,3002
378,751.52,3003
549,751.47,3004
632,751.33,3005
4689,751.23,3006
5973,751.09,3007
712,751,3008
118,750.8,3009
2371,750.62,3010
4892,750.51,3011
4006,750.34,3012
802,750.34,3013
5602,749.95,3014
4842,749.91,3015
4475,749.87,3016
1826,749.83,3017
4350,749.68,3018
2570,749.65,3019
814,749.33,3020
5131,749.14,3021
3280,749.07,3022
945,749,3023
4767,748.86,3024
5661,748.68,3025
1266,748.53,3026
630,748.52,3027
4224,748.47,3028
4464,748.46,3029
3594,748.37,3030
1111,748.34,3031
3633,748.34,3032
1702,748.08,3033
293,748.01,3034
4469,747.96,3035
216,747.4,3036
3001,747.27,3037
283,747.18,3038
3970,746.89,3039
4696,746.85,3040
5100,746.63,3041
6261,746.52,3042
5288,746.5,3043
4653,746.41,3044
4411,746.38,3045
3108,746.34,3046
4231,746.17,3047
1849,745.85,3048
2529,745.8,3049
2058,745.29,3050
4316,745.22,3051
4524,745.13,3052
4584,744.99,3053
5512,744.91,3054
262,744.86,3055
2543,744.81,3056
5677,744.74,3057
4531,744.74,3058
3060,744.68,3059
3131,744.51,3060
4786,744.32,3061
5627,744.13,3062
5212,743.95,3063
1566,743.93,3064
1381,743.72,3065
1259,743.61,3066
2341,743.55,3067
3679,743.52,3068
1313,743.46,3069
2390,743.32,3070
5294,743.29,3071
2258,742.91,3072
4557,742.88,3073
4118,742.84,3074
5795,742.83,3075
2323,742.75,3076
150,742.54,3077
4172,742.43,3078
3685,742.42,3079
1322,742.38,3080
2589,742.3,3081
2581,742.18,3082
4340,741.81,3083
3573,741.71,3084
4192,741.49,3085
6395,741.47,3086
1350,741.45,3087
5921,741.41,3088
5869,741.38,3089
5769,741.28,3090
4458,741.28,3091
745,741.21,3092
3236,741.18,3093
2697,741.03,3094
4306,741.02,3095
2634,740.93,3096
3456,740.92,3097
5525,740.86,3098
5995,740.83,3099
3518,740.64,3100
3577,740.61,3101
3293,740.34,3102
40,740.34,3103
3612,740.28,3104
1072,740.19,3105
6620,740.1,3106
1756,740.06,3107
210,739.85,3108
1980,739.75,3109
1114,739.6,3110
6087,739.19,3111
5138,739.16,3112
6276,739.13,3113
5170,739.04,3114
2530,739,3115
1689,738.97,3116
4776,738.85,3117
1923,738.82,3118
3133,738.7,3119
5339,738.51,3120
254,738.51,3121
1642,738.27,3122
1727,738.2,3123
2191,738.16,3124
1542,737.79,3125
2559,737.79,3126
2721,737.78,3127
3214,737.46,3128
796,737.38,3129
1224,737.29,3130
5962,737.13,3131
2289,737.04,3132
153,737.01,3133
5273,736.72,3134
3694,736.17,3135
1445,736.16,3136
3194,736.03,3137
252,736.01,3138
2728,736.01,3139
1095,735.79,3140
6229,735.77,3141
3451,735.65,3142
5110,735.62,3143
3635,735.59,3144
1865,735.47,3145
5854,735.43,3146
1148,735.43,3147
5345,735.23,3148
1116,735.18,3149
6483,735.1,3150
1922,735.06,3151
6493,734.96,3152
1622,734.85,3153
4981,734.67,3154
5573,734.56,3155
6648,734.51,3156
3498,734.5,3157
749,734.47,3158
3227,734.45,3159
1048,734.31,3160
3719,734.26,3161
615,734.26,3162
6528,734.2,3163
6437,734.07,3164
1112,734.04,3165
4447,733.77,3166
2443,733.68,3167
5502,733.68,3168
4288,733.3,3169
4351,733.21,3170
2128,733.04,3171
4135,733.02,3172
3450,732.9,3173
2680,732.89,3174
4060,732.87,3175
2339,732.81,3176
3473,732.8,3177
2043,732.61,3178
5286,732.55,3179
6327,732.52,3180
5088,732.47,3181
1589,732.29,3182
1096,732.21,3183
6347,732.1,3184
5158,732.09,3185
6645,732.04,3186
5872,732.03,3187
5397,731.98,3188
638,731.91,3189
3572,731.89,3190
3192,731.89,3191
5738,731.86,3192
6488,731.79,3193
1630,731.75,3194
6598,731.68,3195
1131,731.47,3196
5685,731.24,3197
3691,731.18,3198
1052,731.16,3199
2665,731.02,3200
851,730.95,3201
2206,730.7,3202
4497,730.69,3203
3981,730.62,3204
5844,730.43,3205
938,730.43,3206
1450,730.28,3207
2957,730.16,3208
2168,729.98,3209
4433,729.75,3210
1884,729.52,3211
4422,729.52,3212
3364,729.48,3213
6358,729.24,3214
4717,729.21,3215
31,729.17,3216
4777,729.15,3217
5267,729.12,3218
6324,729.01,3219
2971,728.9,3220
1770,728.88,3221
273,728.76,3222
5678,728.71,3223
862,728.64,3224
3360,728.57,3225
5471,728.38,3226
2517,728.26,3227
5033,728.14,3228
1899,727.99,3229
2940,727.92,3230
3780,727.85,3231
332,727.7,3232
510,727.59,3233
4369,727.44,3234
5050,727.41,3235
4711,727.4,3236
6009,727.31,3237
5357,727.29,3238
5216,727.23,3239
4027,727.18,3240
5082,727.04,3241
6107,726.93,3242
5988,726.88,3243
1237,726.5,3244
4067,726.39,3245
5682,726.35,3246
4246,726.34,3247
6348,726.16,3248
991,726.12,3249
2737,726.08,3250
2782,725.71,3251
4150,725.26,3252
3019,725.19,3253
4676,725.15,3254
5038,725.15,3255
512,725.13,3256
761,725.06,3257
4389,724.76,3258
424,724.73,3259
5367,724.52,3260
977,724.44,3261
1636,724.29,3262
422,724.18,3263
1174,724.15,3264
2477,724.12,3265
2750,724.11,3266
1687,724.04,3267
3037,724.02,3268
651,723.94,3269
3767,723.78,3270
558,723.68,3271
3217,723.64,3272
537,723.6,3273
2172,723.59,3274
6147,723.57,3275
2647,723.32,3276
4775,722.74,3277
1294,722.64,3278
6011,722.61,3279
3170,722.59,3280
81,722.32,3281
1414,722.32,3282
4322,722.25,3283
4936,722.24,3284
5162,722.22,3285
1663,722.07,3286
5409,721.89,3287
700,721.56,3288
2761,721.55,3289
300,721.45,3290
5796,721.43,3291
5142,721.34,3292
5445,721.31,3293
4705,721.24,3294
4610,721.13,3295
2409,721.07,3296
1950,720.99,3297
2621,720.91,3298
4526,720.62,3299
1885,720.61,3300
4737,720.45,3301
984,720.36,3302
5809,720.27,3303
4551,720.26,3304
6110,720.25,3305
5386,720.18,3306
6599,720.12,3307
4606,719.81,3308
1898,719.76,3309
2525,719.65,3310
1570,719.63,3311
1935,719.4,3312
2509,719.33,3313
3588,719.33,3314
5781,719.26,3315
1554,719.24,3316
155,719.21,3317
890,719.17,3318
2847,719.16,3319
826,719.01,3320
2841,718.94,3321
2392,718.88,3322
6279,718.67,3323
61,718.63,3324
6534,718.53,3325
1278,718.49,3326
1105,718.44,3327
4024,718.3,3328
5509,718.22,3329
2800,718.07,3330
4079,717.99,3331
5036,717.97,3332
4167,717.87,3333
5822,717.86,3334
488,717.82,3335
5390,717.79,3336
4163,717.75,3337
3746,717.34,3338
5199,717.1,3339
3402,716.99,3340
517,716.95,3341
4544,716.88,3342
3058,716.82,3343
3154,716.67,3344
2200,716.61,3345
3525,716.61,3346
4358,716.55,3347
995,716.49,3348
5842,716.41,3349
4693,716.18,3350
2709,715.83,3351
5285,715.53,3352
5711,715.33,3353
4343,715.14,3354
3023,714.82,3355
4228,714.8,3356
5753,714.79,3357
3605,714.75,3358
1584,714.73,3359
878,714.72,3360
4099,714.66,3361
4609,714.63,3362
6264,714.27,3363
84,714.23,3364
6513,714.18,3365
2216,713.89,3366
2052,713.82,3367
5264,713.78,3368
6135,713.78,3369
4865,713.73,3370
4833,713.62,3371
3134,713.53,3372
398,713.48,3373
3129,713.38,3374
2304,713.17,3375
1291,713.02,3376
122,713.02,3377
2249,712.92,3378
307,712.77,3379
3645,712.71,3380
3044,712.68,3381
4695,712.6,3382
3172,712.58,3383
771,712.55,3384
1014,712.46,3385
5195,712.45,3386
3352,712.4,3387
6120,712.36,3388
1270,712.27,3389
4395,712.26,3390
917,712.23,3391
5830,712.21,3392
2233,712.09,3393
1479,711.89,3394
1310,711.78,3395
2612,711.76,3396
3628,711.67,3397
3103,711.64,3398
4997,711.52,3399
4828,711.4,3400
15,711.17,3401
2987,711.14,3402
1724,710.96,3403
610,710.92,3404
5269,710.9,3405
4333,710.72,3406
3603,710.66,3407
3726,710.43,3408
2558,710.41,3409
1160,710.41,3410
2975,710.4,3411
5427,710.33,3412
5584,710,3413
1012,709.78,3414
181,709.74,3415
3696,709.68,3416
1228,709.55,3417
6302,709.52,3418
5235,709.48,3419
1571,709.46,3420
2946,709.35,3421
541,709.28,3422
3851,709.17,3423
4354,709.15,3424
6490,709.15,3425
5065,709.06,3426
2707,709.01,3427
4362,708.99,3428
2163,708.99,3429
5291,708.9,3430
5342,708.86,3431
2483,708.75,3432
6078,708.65,3433
3051,708.56,3434
4729,708.2,3435
3000,708.19,3436
6213,708.16,3437
6102,708.15,3438
5225,708.03,3439
616,707.98,3440
6153,707.86,3441
5432,707.83,3442
920,707.69,3443
3614,707.65,3444
3331,707.55,3445
5980,707.54,3446
3520,707.38,3447
5239,707.32,3448
134,707.2,3449
1249,707.05,3450
4669,707.03,3451
5134,706.98,3452
180,706.97,3453
5356,706.82,3454
5248,706.75,3455
5278,706.74,3456
5279,706.72,3457
1948,706.66,3458
5005,706.63,3459
2993,706.63,3460
3757,706.51,3461
5063,706.49,3462
6282,706.48,3463
6048,706.45,3464
1434,706.42,3465
1319,706.38,3466
2752,706.34,3467
1141,706.13,3468
5544,705.95,3469
1840,705.85,3470
2736,705.69,3471
4807,705.66,3472
86,705.52,3473
3299,705.43,3474
2487,705.37,3475
899,705.28,3476
5306,705.24,3477
1744,705.07,3478
3337,704.9,3479
3311,704.78,3480
5037,704.61,3481
5730,704.43,3482
5549,704.3,3483
1800,704.17,3484
921,703.99,3485
6285,703.95,3486
2012,703.86,3487
4093,703.82,3488
2956,703.68,3489
4158,703.55,3490
4702,703.44,3491
1302,703.43,3492
4923,703.34,3493
3491,703.31,3494
679,703.22,3495
3765,703.12,3496
1055,702.96,3497
3176,702.86,3498
380,702.83,3499
4332,702.81,3500
6526,702.79,3501
3083,702.79,3502
5109,702.77,3503
1511,702.73,3504
6228,702.27,3505
2025,702.2,3506
2574,702.19,3507
408,702.02,3508
706,701.93,3509
2417,701.77,3510
5229,701.36,3511
20,701.33,3512
3792,701.29,3513
4734,701.22,3514
4265,701.19,3515
1681,701.18,3516
351,700.92,3517
853,700.86,3518
722,700.66,3519
1425,700.45,3520
4296,700.31,3521
6614,700.14,3522
4929,699.91,3523
2658,699.68,3524
4723,699.39,3525
147,699.32,3526
1804,699.29,3527
4453,699.14,3528
5728,698.98,3529
6603,698.97,3530
2597,698.85,3531
4320,698.69,3532
2976,698.63,3533
5674,698.47,3534
5576,698.46,3535
4975,698.07,3536
4611,698.01,3537
4026,698,3538
6286,697.94,3539
6404,697.91,3540
2283,697.88,3541
4439,697.4,3542
5746,697.34,3543
2479,697.04,3544
6248,697.02,3545
1645,696.98,3546
4628,696.82,3547
6170,696.78,3548
1897,696.74,3549
5974,696.49,3550
2241,696.4,3551
5810,696.4,3552
417,696.1,3553
5765,696.05,3554
1067,695.93,3555
4996,695.91,3556
1199,695.76,3557
1065,695.75,3558
1512,695.75,3559
4810,695.75,3560
6281,695.49,3561
5599,695.46,3562
2606,695.45,3563
1275,695.37,3564
1197,695.32,3565
1723,695.21,3566
6413,695.16,3567
2743,695.09,3568
3206,695.07,3569
1604,694.83,3570
6538,694.78,3571
6512,694.77,3572
4876,694.72,3573
4280,694.65,3574
4194,694.63,3575
4291,694.56,3576
442,694.43,3577
5246,694.28,3578
1746,694.21,3579
4402,694.08,3580
6380,694.08,3581
3318,694,3582
2008,693.88,3583
4410,693.78,3584
5679,693.67,3585
6429,693.38,3586
1797,693.27,3587
6376,693.06,3588
3861,692.97,3589
251,692.97,3590
5234,692.95,3591
1564,692.92,3592
1368,692.84,3593
5880,692.83,3594
6602,692.74,3595
2457,692.72,3596
2826,692.71,3597
2173,692.64,3598
4080,692.61,3599
4397,692.36,3600
6224,692.3,3601
2462,692.26,3602
2171,692.14,3603
934,692.12,3604
2029,692.1,3605
5228,692.08,3606
5705,691.91,3607
4398,691.87,3608
6002,691.85,3609
6411,691.83,3610
730,691.73,3611
6434,691.62,3612
3735,691.6,3613
925,691.58,3614
1129,691.58,3615
2805,691.56,3616
2018,691.25,3617
3739,691.21,3618
876,691.09,3619
5672,690.98,3620
6461,690.72,3621
130,690.59,3622
1034,690.58,3623
24,690.51,3624
939,690.49,3625
4050,690.48,3626
692,690.45,3627
450,690.44,3628
3795,690.37,3629
5930,690.3,3630
1618,690.21,3631
4533,690.2,3632
2455,689.92,3633
3888,689.81,3634
1876,689.78,3635
1999,689.53,3636
2109,689.51,3637
3565,689.5,3638
4731,689.46,3639
3937,689.43,3640
1084,689.36,3641
3424,689.29,3642
2254,689.15,3643
3284,688.84,3644
1440,688.8,3645
4286,688.65,3646
3427,688.62,3647
1145,688.61,3648
4536,688.58,3649
6243,688.57,3650
5694,688.53,3651
5089,688.38,3652
2280,688.35,3653
2923,688.23,3654
1784,688.22,3655
4831,688.15,3656
2591,688.08,3657
6388,687.96,3658
394,687.68,3659
4315,687.66,3660
2,687.62,3661
5505,687.38,3662
3068,687.36,3663
1585,687.29,3664
5625,687.27,3665
5536,687.18,3666
1268,687.15,3667
2945,686.69,3668
1261,686.67,3669
6210,686.61,3670
4384,686.57,3671
4645,686.43,3672
714,686.3,3673
773,686.25,3674
1761,686.22,3675
4520,686.17,3676
2576,685.91,3677
1505,685.72,3678
2965,685.7,3679
3693,685.68,3680
5000,685.63,3681
5223,685.6,3682
3361,685.34,3683
3897,685.31,3684
2989,685.12,3685
1858,685.11,3686
474,685.08,3687
4042,684.83,3688
1035,684.81,3689
4849,684.55,3690
752,684.41,3691
5513,684.28,3692
5555,684.26,3693
6221,684.18,3694
5085,684.11,3695
1287,683.94,3696
4714,683.85,3697
4715,683.82,3698
1878,683.76,3699
4442,683.71,3700
1553,683.68,3701
3381,683.67,3702
5910,683.37,3703
2536,683.2,3704
6201,683.17,3705
3857,683.16,3706
5775,683.14,3707
5259,683.05,3708
70,682.98,3709
5266,682.77,3710
1432,682.42,3711
3651,682.4,3712
5468,682.14,3713
781,682.04,3714
5053,682.02,3715
5742,681.93,3716
4339,681.89,3717
220,681.81,3718
1920,681.72,3719
3904,681.69,3720
3308,681.67,3721
392,681.54,3722
5651,681.38,3723
1050,681.34,3724
245,681.3,3725
4573,681.29,3726
4049,681.26,3727
4873,681.23,3728
2275,681.06,3729
198,681.03,3730
4054,681,3731
3391,680.97,3732
1465,680.42,3733
6400,680.35,3734
5695,680.27,3735
873,680.23,3736
3114,680.12,3737
1925,680.03,3738
2716,679.97,3739
1799,679.93,3740
1073,679.92,3741
2381,679.84,3742
1610,679.76,3743
2026,679.73,3744
109,679.72,3745
2440,679.71,3746
4382,679.52,3747
3962,679.51,3748
3080,679.44,3749
2563,679.42,3750
3313,679.42,3751
5633,679.37,3752
6062,679.13,3753
3281,679.08,3754
1194,679.01,3755
2467,678.9,3756
5871,678.67,3757
3839,678.67,3758
57,678.65,3759
3811,678.64,3760
3759,678.55,3761
2886,678.47,3762
5469,678.45,3763
5090,678.38,3764
2552,678.36,3765
6650,678.31,3766
838,678.21,3767
3040,678.18,3768
1081,677.95,3769
1347,677.93,3770
6171,677.75,3771
2804,677.68,3772
3754,677.64,3773
1188,677.55,3774
5604,677.43,3775
2594,677.41,3776
4529,677.35,3777
4222,677.32,3778
3193,677.31,3779
1931,677.22,3780
5558,677.09,3781
5860,676.98,3782
6338,676.94,3783
2279,676.77,3784
2448,676.5,3785
3495,676.5,3786
5548,676.42,3787
3514,676.15,3788
3272,676.1,3789
5233,675.9,3790
2646,675.89,3791
343,675.88,3792
5420,675.77,3793
2288,675.72,3794
4648,675.52,3795
5808,675.52,3796
3377,675.3,3797
1206,675.3,3798
635,675.2,3799
4018,675.16,3800
4149,675.12,3801
4266,674.97,3802
2485,674.75,3803
3542,674.68,3804
4752,674.68,3805
4197,674.61,3806
4035,674.57,3807
1392,674.54,3808
5986,674.48,3809
4861,674.25,3810
2610,674.19,3811
613,674.13,3812
1736,673.94,3813
5826,673.79,3814
5056,673.62,3815
5399,673.54,3816
4244,673.54,3817
4292,673.41,3818
1973,673.4,3819
2403,673.36,3820
6045,673.32,3821
6132,673.26,3822
5996,673.22,3823
3046,673.19,3824
3401,673.16,3825
732,673.1,3826
3586,673.08,3827
3596,673.01,3828
242,673,3829
4844,672.75,3830
344,672.73,3831
6168,672.72,3832
3761,672.65,3833
726,672.55,3834
5522,672.54,3835
2598,672.42,3836
5214,672.19,3837
1612,672.08,3838
1293,672.04,3839
4028,671.93,3840
89,671.73,3841
2385,671.72,3842
2523,671.7,3843
2294,671.67,3844
1008,671.66,3845
2244,671.61,3846
349,671.57,3847
3501,671.36,3848
2786,671.27,3849
2853,671.21,3850
67,671.11,3851
4972,671.1,3852
3698,671.03,3853
3412,670.99,3854
831,670.95,3855
3452,670.89,3856
4582,670.69,3857
3104,670.69,3858
1308,670.57,3859
1943,670.45,3860
5628,670.24,3861
6398,670.18,3862
1843,670.1,3863
6403,669.95,3864
3148,669.93,3865
2474,669.91,3866
1900,669.79,3867
2696,669.77,3868
3849,669.77,3869
865,669.77,3870
3529,669.65,3871
6008,669.42,3872
5331,669.4,3873
4886,669.26,3874
6394,669.25,3875
2515,669.13,3876
4274,669.12,3877
723,669.09,3878
821,668.93,3879
2060,668.8,3880
903,668.78,3881
1481,668.69,3882
2031,668.58,3883
785,668.39,3884
2953,668.29,3885
6214,668.28,3886
5743,668.26,3887
3844,668.21,3888
325,668.2,3889
3319,668.07,3890
3854,668,3891
6323,667.98,3892
1958,667.85,3893
1437,667.68,3894
2823,667.5,3895
1714,667.49,3896
6197,667.32,3897
3158,667.18,3898
1,666.99,3899
766,666.8,3900
5691,666.76,3901
5164,666.6,3902
3801,666.39,3903
5118,666.23,3904
849,666.15,3905
2730,666.14,3906
3935,665.99,3907
1186,665.86,3908
3947,665.82,3909
1456,665.81,3910
4472,665.58,3911
2260,665.47,3912
2259,665.35,3913
572,665.31,3914
4527,665.3,3915
2347,665.26,3916
2699,665.04,3917
3989,664.88,3918
4112,664.49,3919
2630,664.46,3920
4692,664.35,3921
1373,664.24,3922
1791,664.08,3923
5977,664.07,3924
4081,663.95,3925
2301,663.87,3926
3384,663.84,3927
3070,663.77,3928
5458,663.55,3929
3848,663.51,3930
5609,663.36,3931
2463,663.33,3932
2404,663.23,3933
1477,663.2,3934
2866,663.09,3935
4407,662.9,3936
5957,662.88,3937
4643,662.86,3938
1267,662.84,3939
2542,662.8,3940
5571,662.72,3941
4571,662.72,3942
3265,662.67,3943
3225,662.66,3944
1478,662.65,3945
3323,662.61,3946
4651,662.48,3947
709,662.44,3948
2723,662.36,3949
171,662.36,3950
3950,662.34,3951
2132,662.32,3952
6410,662.1,3953
4428,662.09,3954
3093,662.09,3955
1779,662.06,3956
5129,661.9,3957
3476,661.88,3958
2472,661.64,3959
4543,661.64,3960
28,661.44,3961
1163,661.42,3962
1868,660.95,3963
5684,660.73,3964
4279,660.65,3965
4473,660.64,3966
5786,660.58,3967
3930,660.42,3968
2990,660.32,3969
3850,660.32,3970
1673,660.26,3971
239,660.13,3972
1262,660.1,3973
1415,660.07,3974
2446,660.04,3975
5240,660.02,3976
2292,659.74,3977
2799,659.6,3978
681,659.4,3979
5107,659.32,3980
4097,659.1,3981
4189,659.09,3982
3413,659.08,3983
373,658.96,3984
2541,658.92,3985
3591,658.88,3986
2664,658.79,3987
672,658.68,3988
1430,658.61,3989
2830,658.58,3990
1600,658.56,3991
3430,658.55,3992
426,658.5,3993
2773,658.48,3994
4216,658.41,3995
6449,658.38,3996
1316,658.36,3997
5527,658.27,3998
2909,658.18,3999
5676,658.04,4000
879,657.99,4001
1953,657.93,4002
4355,657.83,4003
5132,657.78,4004
5622,657.72,4005
710,657.6,4006
2860,657.6,4007
600,657.4,4008
237,657.34,4009
6525,657.28,4010
4086,657.21,4011
6595,657.15,4012
1217,657.14,4013
3583,657.01,4014
914,656.89,4015
689,656.74,4016
6636,656.61,4017
3712,656.61,4018
3336,656.5,4019
4057,656.36,4020
3475,656.32,4021
1285,656.31,4022
4136,656.23,4023
5210,656.14,4024
4305,656.08,4025
3388,656.01,4026
2263,655.96,4027
366,655.94,4028
644,655.93,4029
1851,655.86,4030
3561,655.65,4031
4298,655.64,4032
5252,655.53,4033
965,655.53,4034
1952,655.43,4035
4004,655.41,4036
439,655.19,4037
2375,655.11,4038
151,655.04,4039
1783,654.99,4040
5961,654.92,4041
959,654.81,4042
874,654.65,4043
3718,654.62,4044
3523,654.61,4045
5831,654.56,4046
5835,654.24,4047
5858,654.06,4048
581,654.04,4049
2526,653.95,4050
5994,653.91,4051
6553,653.89,4052
1792,653.87,4053
2813,653.82,4054
2569,653.77,4055
4592,653.55,4056
3507,653.44,4057
3287,653.36,4058
3922,653.29,4059
3650,653.23,4060
3863,653.15,4061
1333,653.08,4062
4022,652.95,4063
1521,652.88,4064
6272,652.86,4065
5905,652.84,4066
3670,652.83,4067
2650,652.78,4068
713,652.68,4069
595,652.42,4070
3654,652.28,4071
3159,652.22,4072
2086,652.02,4073
4160,652.02,4074
6287,651.77,4075
1007,651.65,4076
3984,651.43,4077
1906,651.38,4078
3736,651.36,4079
1803,651.29,4080
4982,651.29,4081
650,651.06,4082
309,651.06,4083
1631,650.99,4084
6185,650.98,4085
2256,650.94,4086
2393,650.88,4087
1342,650.85,4088
1894,650.72,4089
4144,650.61,4090
2980,650.28,4091
607,650.24,4092
2360,650.19,4093
1428,650.16,4094
2546,650.1,4095
4563,650.07,4096
2868,649.92,4097
5057,649.9,4098
4501,649.6,4099
1926,649.59,4100
2234,649.52,4101
35,649.44,4102
4278,649.41,4103
2508,648.97,4104
1156,648.95,4105
4269,648.81,4106
2153,648.71,4107
4993,648.68,4108
6274,648.62,4109
4463,648.55,4110
4578,648.51,4111
4255,648.45,4112
5406,648.35,4113
2963,648.32,4114
3497,648.31,4115
4591,648.27,4116
2077,648.23,4117
1572,648.04,4118
3447,648.01,4119
9,647.92,4120
3747,647.84,4121
2415,647.75,4122
4201,647.57,4123
5852,647.48,4124
3814,647.4,4125
1821,647.26,4126
499,647.22,4127
797,647.21,4128
6518,647.2,4129
5712,647.1,4130
5686,646.7,4131
5564,646.7,4132
622,646.62,4133
5778,646.51,4134
2082,646.24,4135
4771,646.18,4136
4646,646.15,4137
2616,646.07,4138
5787,645.87,4139
6364,645.68,4140
1910,645.62,4141
1901,645.61,4142
1768,645.35,4143
1455,645.35,4144
5461,645.24,4145
5535,645.17,4146
4262,645.11,4147
5656,645.06,4148
460,644.89,4149
5592,644.73,4150
3599,644.64,4151
3751,644.5,4152
3249,644.38,4153
1168,644.38,4154
5249,644.25,4155
2316,644.18,4156
5151,644.07,4157
2034,644.05,4158
3043,643.89,4159
2321,643.82,4160
5863,643.68,4161
2166,643.63,4162
1491,643.43,4163
4719,643.36,4164
2626,643.28,4165
5556,643.27,4166
51,643.19,4167
19,643.15,4168
3524,643.14,4169
1164,643.14,4170
2807,643.04,4171
6220,643.01,4172
1537,643,4173
1459,642.91,4174
4219,642.9,4175
5668,642.89,4176
1921,642.77,4177
3865,642.73,4178
1882,642.64,4179
3789,642.61,4180
6200,642.59,4181
4276,642.54,4182
63,642.5,4183
3002,642.45,4184
4037,642.25,4185
5926,642.19,4186
5189,642.13,4187
6283,642.11,4188
1046,642.09,4189
6604,642.06,4190
4169,641.69,4191
599,641.41,4192
5102,641.39,4193
557,640.96,4194
1632,640.93,4195
3143,640.65,4196
1195,640.6,4197
3322,640.59,4198
6584,640.53,4199
1422,640.49,4200
6456,640.49,4201
3817,640.43,4202
2587,640.36,4203
980,640.36,4204
1060,640.29,4205
2380,640.24,4206
2083,640.24,4207
2640,640.16,4208
4838,639.92,4209
5510,639.92,4210
880,639.9,4211
4341,639.71,4212
3005,639.62,4213
6349,639.6,4214
352,639.59,4215
799,639.58,4216
3465,639.55,4217
3589,639.55,4218
3916,639.44,4219
1617,639.42,4220
3006,639.4,4221
1209,639.35,4222
3737,639.34,4223
